"","x"
"29233",2
"29234",2
"29235",2
"29236",2
"29237",2
"29238",2
"29239",2
"29240",1
"29241",1
"29242",2
"29243",1
"29244",1
"29245",1
"29246",1
"29247",2
"29248",2
"29249",2
"29250",2
"29251",2
"29252",2
"29253",2
"29254",2
"29255",1
"29256",1
"29257",1
"29258",2
"29259",2
"29260",1
"29261",1
"29262",2
"29263",1
"29264",1
"29265",1
"29266",1
"29267",1
"29268",1
"29269",1
"29270",1
"29271",2
"29272",2
"29273",2
"29274",2
"29275",2
"29276",2
"29277",2
"29278",1
"29279",2
"29280",2
"29281",2
"29282",2
"29283",2
"29284",2
"29285",2
"29286",2
"29287",2
"29288",2
"29289",1
"29290",1
"29291",1
"29292",1
"29293",1
"29294",1
"29295",2
"29296",2
"29297",2
"29298",2
"29299",2
"29300",1
"29301",1
"29302",2
"29303",2
"29304",2
"29305",2
"29306",1
"29307",2
"29308",2
"29309",2
"29310",2
"29311",1
"29312",1
"29313",1
"29314",1
"29315",1
"29316",1
"29317",1
"29318",1
"29319",2
"29320",2
"29321",2
"29322",2
"29323",2
"29324",2
"29325",1
"29326",1
"29327",1
"29328",1
"29329",1
"29330",1
"29331",2
"29332",2
"29333",1
"29334",1
"29335",2
"29336",2
"29337",2
"29338",1
"29339",1
"29340",1
"29341",1
"29342",1
"29343",2
"29344",2
"29345",2
"29346",1
"29347",1
"29348",1
"29349",1
"29350",1
"29351",1
"29352",1
"29353",1
"29354",1
"29355",1
"29356",1
"29357",1
"29358",1
"29359",1
"29360",2
"29361",2
"29362",1
"29363",1
"29364",1
"29365",1
"29366",1
"29367",1
"29368",2
"29369",1
"29370",1
"29371",1
"29372",1
"29373",1
"29374",1
"29375",1
"29376",1
"29377",1
"29378",2
"29379",1
"29380",1
"29381",1
"29382",2
"29383",2
"29384",2
"29385",2
"29386",1
"29387",1
"29388",1
"29389",1
"29390",1
"29391",1
"29392",2
"29393",2
"29394",2
"29395",2
"29396",1
"29397",1
"29398",1
"29399",1
"29400",1
"29401",1
"29402",1
"29403",1
"29404",1
"29405",2
"29406",2
"29407",2
"29408",2
"29409",2
"29410",1
"29411",1
"29412",1
"29413",1
"29414",2
"29415",1
"29416",1
"29417",2
"29418",2
"29419",1
"29420",1
"29421",1
"29422",2
"29423",1
"29424",1
"29425",1
"29426",1
"29427",1
"29428",2
"29429",2
"29430",2
"29431",2
"29432",2
"29433",1
"29434",1
"29435",1
"29436",1
"29437",1
"29438",2
"29439",2
"29440",2
"29441",2
"29442",2
"29443",2
"29444",1
"29445",1
"29446",1
"29447",1
"29448",1
"29449",1
"29450",1
"29451",1
"29452",2
"29453",1
"29454",1
"29455",2
"29456",1
"29457",1
"29458",1
"29459",1
"29460",1
"29461",1
"29462",1
"29463",1
"29464",2
"29465",1
"29466",1
"29467",1
"29468",1
"29469",1
"29470",1
"29471",1
"29472",1
"29473",1
"29474",1
"29475",2
"29476",2
"29477",2
"29478",2
"29479",2
"29480",2
"29481",1
"29482",1
"29483",1
"29484",1
"29485",1
"29486",1
"29487",1
"29488",2
"29489",2
"29490",2
"29491",2
"29492",1
"29493",1
"29494",1
"29495",1
"29496",1
"29497",2
"29498",2
"29499",2
"29500",2
"29501",2
"29502",2
"29503",2
"29504",2
"29505",2
"29506",1
"29507",1
"29508",1
"29509",1
"29510",1
"29511",2
"29512",2
"29513",1
"29514",1
"29515",1
"29516",2
"29517",1
"29518",1
"29519",1
"29520",1
"29521",2
"29522",2
"29523",2
"29524",1
"29525",2
"29526",1
"29527",1
"29528",2
"29529",1
"29530",1
"29531",1
"29532",1
"29533",1
"29534",1
"29535",2
"29536",2
"29537",2
"29538",1
"29539",1
"29540",1
"29541",1
"29542",1
"29543",2
"29544",1
"29545",1
"29546",1
"29547",2
"29548",1
"29549",1
"29550",1
"29551",1
"29552",2
"29553",1
"29554",1
"29555",1
"29556",1
"29557",1
"29558",1
"29559",1
"29560",2
"29561",2
"29562",2
"29563",1
"29564",1
"29565",1
"29566",1
"29567",1
"29568",2
"29569",1
"29570",1
"29571",2
"29572",2
"29573",2
"29574",2
"29575",1
"29576",1
"29577",2
"29578",2
"29579",1
"29580",1
"29581",1
"29582",1
"29583",1
"29584",2
"29585",2
"29586",2
"29587",2
"29588",2
"29589",1
"29590",1
"29591",2
"29592",1
"29593",1
"29594",1
"29595",1
"29596",2
"29597",2
"29598",2
"29599",2
"29600",2
"29601",2
"29602",1
"29603",1
"29604",1
"29605",1
"29606",1
"29607",1
"29608",2
"29609",1
"29610",1
"29611",1
"29612",1
"29613",1
"29614",2
"29615",2
"29616",2
"29617",2
"29618",2
"29619",1
"29620",1
"29621",1
"29622",1
"29623",2
"29624",1
"29625",1
"29626",1
"29627",1
"29628",1
"29629",1
"29630",1
"29631",1
"29632",2
"29633",2
"29634",2
"29635",2
"29636",1
"29637",1
"29638",1
"29639",1
"29640",1
"29641",1
"29642",2
"29643",2
"29644",2
"29645",1
"29646",1
"29647",1
"29648",2
"29649",1
"29650",1
"29651",1
"29652",1
"29653",1
"29654",1
"29655",1
"29656",2
"29657",1
"29658",1
"29659",1
"29660",1
"29661",1
"29662",1
"29663",1
"29664",1
"29665",1
"29666",1
"29667",1
"29668",1
"29669",1
"29670",1
"29671",1
"29672",2
"29673",1
"29674",1
"29675",1
"29676",1
"29677",1
"29678",1
"29679",1
"29680",1
"29681",2
"29682",2
"29683",2
"29684",2
"29685",2
"29686",2
"29687",1
"29688",1
"29689",1
"29690",2
"29691",1
"29692",1
"29693",2
"29694",1
"29695",2
"29696",2
"29697",1
"29698",1
"29699",1
"29700",1
"29701",1
"29702",1
"29703",1
"29704",2
"29705",1
"29706",1
"29707",1
"29708",2
"29709",1
"29710",1
"29711",1
"29712",1
"29713",1
"29714",2
"29715",2
"29716",1
"29717",1
"29718",1
"29719",1
"29720",1
"29721",2
"29722",1
"29723",1
"29724",2
"29725",2
"29726",2
"29727",1
"29728",2
"29729",1
"29730",2
"29731",1
"29732",1
"29733",1
"29734",1
"29735",1
"29736",1
"29737",1
"29738",1
"29739",1
"29740",2
"29741",2
"29742",2
"29743",2
"29744",2
"29745",2
"29746",1
"29747",1
"29748",1
"29749",1
"29750",1
"29751",1
"29752",2
"29753",2
"29754",2
"29755",2
"29756",1
"29757",1
"29758",1
"29759",1
"29760",1
"29761",1
"29762",1
"29763",1
"29764",2
"29765",2
"29766",2
"29767",2
"29768",2
"29769",1
"29770",1
"29771",1
"29772",1
"29773",1
"29774",1
"29775",1
"29776",2
"29777",2
"29778",2
"29779",2
"29780",2
"29781",2
"29782",1
"29783",1
"29784",1
"29785",1
"29786",1
"29787",1
"29788",1
"29789",1
"29790",1
"29791",1
"29792",1
"29793",1
"29794",1
"29795",1
"29796",1
"29797",1
"29798",1
"29799",1
"29800",2
"29801",2
"29802",2
"29803",2
"29804",1
"29805",1
"29806",1
"29807",1
"29808",1
"29809",1
"29810",2
"29811",2
"29812",1
"29813",1
"29814",1
"29815",1
"29816",1
"29817",2
"29818",1
"29819",1
"29820",1
"29821",1
"29822",1
"29823",1
"29824",2
"29825",2
"29826",1
"29827",1
"29828",1
"29829",1
"29830",1
"29831",1
"29832",2
"29833",2
"29834",1
"29835",1
"29836",1
"29837",1
"29838",1
"29839",1
"29840",1
"29841",1
"29842",1
"29843",1
"29844",1
"29845",1
"29846",1
"29847",2
"29848",2
"29849",2
"29850",2
"29851",1
"29852",1
"29853",2
"29854",1
"29855",1
"29856",2
"29857",1
"29858",1
"29859",1
"29860",1
"29861",1
"29862",1
"29863",1
"29864",1
"29865",1
"29866",1
"29867",2
"29868",1
"29869",1
"29870",1
"29871",1
"29872",2
"29873",2
"29874",2
"29875",2
"29876",1
"29877",1
"29878",2
"29879",2
"29880",2
"29881",1
"29882",1
"29883",1
"29884",1
"29885",1
"29886",1
"29887",1
"29888",1
"29889",1
"29890",1
"29891",1
"29892",1
"29893",1
"29894",2
"29895",2
"29896",2
"29897",2
"29898",1
"29899",1
"29900",1
"29901",1
"29902",2
"29903",1
"29904",1
"29905",1
"29906",1
"29907",1
"29908",1
"29909",1
"29910",2
"29911",1
"29912",1
"29913",1
"29914",1
"29915",1
"29916",1
"29917",1
"29918",1
"29919",1
"29920",1
"29921",1
"29922",1
"29923",2
"29924",1
"29925",1
"29926",2
"29927",2
"29928",2
"29929",2
"29930",2
"29931",1
"29932",1
"29933",1
"29934",2
"29935",2
"29936",1
"29937",1
"29938",1
"29939",1
"29940",1
"29941",1
"29942",1
"29943",1
"29944",2
"29945",2
"29946",1
"29947",1
"29948",1
"29949",1
"29950",2
"29951",2
"29952",2
"29953",2
"29954",2
"29955",2
"29956",2
"29957",2
"29958",2
"29959",2
"29960",2
"29961",1
"29962",1
"29963",1
"29964",1
"29965",1
"29966",1
"29967",2
"29968",2
"29969",2
"29970",2
"29971",2
"29972",1
"29973",2
"29974",1
"29975",1
"29976",1
"29977",1
"29978",1
"29979",1
"29980",1
"29981",1
"29982",1
"29983",2
"29984",2
"29985",1
"29986",1
"29987",1
"29988",2
"29989",1
"29990",1
"29991",1
"29992",1
"29993",1
"29994",1
"29995",1
"29996",2
"29997",2
"29998",1
"29999",1
"30000",2
"30001",2
"30002",2
"30003",1
"30004",1
"30005",1
"30006",1
"30007",1
"30008",1
"30009",1
"30010",1
"30011",1
"30012",1
"30013",1
"30014",1
"30015",1
"30016",1
"30017",1
"30018",1
"30019",1
"30020",1
"30021",1
"30022",1
"30023",1
"30024",2
"30025",2
"30026",2
"30027",2
"30028",2
"30029",2
"30030",1
"30031",1
"30032",1
"30033",1
"30034",1
"30035",1
"30036",1
"30037",1
"30038",2
"30039",2
"30040",2
"30041",2
"30042",2
"30043",1
"30044",1
"30045",1
"30046",1
"30047",1
"30048",1
"30049",1
"30050",1
"30051",1
"30052",1
"30053",1
"30054",1
"30055",1
"30056",2
"30057",2
"30058",1
"30059",1
"30060",1
"30061",1
"30062",1
"30063",2
"30064",2
"30065",2
"30066",1
"30067",1
"30068",1
"30069",1
"30070",2
"30071",2
"30072",2
"30073",2
"30074",2
"30075",2
"30076",2
"30077",2
"30078",2
"30079",2
"30080",2
"30081",2
"30082",1
"30083",1
"30084",1
"30085",1
"30086",1
"30087",1
"30088",2
"30089",1
"30090",1
"30091",1
"30092",1
"30093",1
"30094",2
"30095",2
"30096",1
"30097",1
"30098",1
"30099",1
"30100",1
"30101",1
"30102",1
"30103",1
"30104",2
"30105",2
"30106",1
"30107",1
"30108",1
"30109",1
"30110",1
"30111",1
"30112",2
"30113",2
"30114",1
"30115",1
"30116",1
"30117",2
"30118",2
"30119",2
"30120",2
"30121",2
"30122",2
"30123",2
"30124",1
"30125",1
"30126",1
"30127",2
"30128",1
"30129",1
"30130",2
"30131",1
"30132",1
"30133",1
"30134",1
"30135",1
"30136",2
"30137",2
"30138",1
"30139",1
"30140",1
"30141",2
"30142",2
"30143",1
"30144",1
"30145",1
"30146",1
"30147",1
"30148",1
"30149",2
"30150",2
"30151",2
"30152",2
"30153",1
"30154",1
"30155",1
"30156",1
"30157",1
"30158",1
"30159",1
"30160",2
"30161",2
"30162",2
"30163",1
"30164",1
"30165",1
"30166",1
"30167",1
"30168",1
"30169",2
"30170",2
"30171",1
"30172",1
"30173",1
"30174",2
"30175",2
"30176",2
"30177",1
"30178",1
"30179",1
"30180",1
"30181",1
"30182",1
"30183",1
"30184",2
"30185",2
"30186",2
"30187",2
"30188",2
"30189",1
"30190",1
"30191",1
"30192",1
"30193",1
"30194",1
"30195",2
"30196",2
"30197",1
"30198",1
"30199",2
"30200",1
"30201",1
"30202",1
"30203",1
"30204",1
"30205",1
"30206",1
"30207",1
"30208",2
"30209",2
"30210",2
"30211",2
"30212",2
"30213",2
"30214",2
"30215",1
"30216",1
"30217",1
"30218",1
"30219",1
"30220",1
"30221",2
"30222",2
"30223",2
"30224",2
"30225",1
"30226",1
"30227",1
"30228",1
"30229",1
"30230",1
"30231",1
"30232",2
"30233",2
"30234",1
"30235",1
"30236",1
"30237",1
"30238",2
"30239",2
"30240",2
"30241",2
"30242",1
"30243",1
"30244",2
"30245",2
"30246",1
"30247",1
"30248",1
"30249",1
"30250",1
"30251",1
"30252",1
"30253",2
"30254",1
"30255",1
"30256",2
"30257",2
"30258",3
"30259",3
"30260",3
"30261",3
"30262",2
"30263",1
"30264",1
"30265",1
"30266",2
"30267",2
"30268",1
"30269",1
"30270",2
"30271",3
"30272",2
"30273",2
"30274",1
"30275",1
"30276",1
"30277",1
"30278",1
"30279",2
"30280",2
"30281",3
"30282",3
"30283",3
"30284",3
"30285",3
"30286",2
"30287",1
"30288",1
"30289",1
"30290",1
"30291",1
"30292",1
"30293",1
"30294",2
"30295",1
"30296",2
"30297",1
"30298",1
"30299",1
"30300",1
"30301",1
"30302",1
"30303",1
"30304",1
"30305",1
"30306",1
"30307",2
"30308",3
"30309",2
"30310",1
"30311",1
"30312",1
"30313",1
"30314",1
"30315",1
"30316",2
"30317",3
"30318",3
"30319",3
"30320",2
"30321",1
"30322",1
"30323",1
"30324",1
"30325",1
"30326",1
"30327",2
"30328",2
"30329",2
"30330",2
"30331",2
"30332",2
"30333",2
"30334",2
"30335",2
"30336",2
"30337",1
"30338",1
"30339",1
"30340",2
"30341",2
"30342",1
"30343",2
"30344",2
"30345",1
"30346",1
"30347",1
"30348",1
"30349",1
"30350",1
"30351",1
"30352",1
"30353",2
"30354",1
"30355",1
"30356",2
"30357",2
"30358",2
"30359",2
"30360",1
"30361",1
"30362",1
"30363",1
"30364",1
"30365",1
"30366",2
"30367",2
"30368",1
"30369",1
"30370",1
"30371",2
"30372",1
"30373",1
"30374",1
"30375",1
"30376",1
"30377",2
"30378",2
"30379",1
"30380",1
"30381",1
"30382",1
"30383",1
"30384",1
"30385",1
"30386",1
"30387",1
"30388",1
"30389",1
"30390",2
"30391",2
"30392",2
"30393",1
"30394",1
"30395",1
"30396",2
"30397",1
"30398",1
"30399",1
"30400",1
"30401",2
"30402",2
"30403",2
"30404",2
"30405",1
"30406",1
"30407",1
"30408",1
"30409",1
"30410",1
"30411",2
"30412",2
"30413",2
"30414",2
"30415",1
"30416",2
"30417",1
"30418",1
"30419",1
"30420",1
"30421",1
"30422",1
"30423",1
"30424",2
"30425",2
"30426",1
"30427",1
"30428",1
"30429",1
"30430",1
"30431",1
"30432",1
"30433",1
"30434",2
"30435",2
"30436",2
"30437",2
"30438",2
"30439",1
"30440",1
"30441",1
"30442",1
"30443",1
"30444",1
"30445",1
"30446",1
"30447",1
"30448",2
"30449",2
"30450",1
"30451",1
"30452",1
"30453",2
"30454",2
"30455",2
"30456",2
"30457",2
"30458",1
"30459",1
"30460",2
"30461",2
"30462",2
"30463",2
"30464",1
"30465",1
"30466",1
"30467",1
"30468",1
"30469",1
"30470",1
"30471",1
"30472",1
"30473",2
"30474",1
"30475",1
"30476",1
"30477",1
"30478",1
"30479",1
"30480",1
"30481",1
"30482",1
"30483",2
"30484",2
"30485",2
"30486",1
"30487",1
"30488",2
"30489",2
"30490",1
"30491",1
"30492",1
"30493",1
"30494",1
"30495",1
"30496",1
"30497",2
"30498",2
"30499",2
"30500",2
"30501",2
"30502",2
"30503",2
"30504",2
"30505",2
"30506",2
"30507",2
"30508",1
"30509",1
"30510",2
"30511",2
"30512",1
"30513",1
"30514",1
"30515",1
"30516",1
"30517",1
"30518",1
"30519",1
"30520",1
"30521",2
"30522",1
"30523",1
"30524",2
"30525",2
"30526",2
"30527",2
"30528",2
"30529",2
"30530",2
"30531",1
"30532",1
"30533",2
"30534",2
"30535",2
"30536",1
"30537",1
"30538",1
"30539",1
"30540",2
"30541",1
"30542",1
"30543",1
"30544",1
"30545",2
"30546",2
"30547",2
"30548",1
"30549",1
"30550",2
"30551",2
"30552",1
"30553",1
"30554",1
"30555",1
"30556",1
"30557",2
"30558",2
"30559",1
"30560",1
"30561",1
"30562",1
"30563",1
"30564",1
"30565",1
"30566",1
"30567",1
"30568",1
"30569",2
"30570",1
"30571",1
"30572",1
"30573",1
"30574",2
"30575",1
"30576",1
"30577",1
"30578",1
"30579",2
"30580",2
"30581",2
"30582",2
"30583",2
"30584",1
"30585",1
"30586",1
"30587",1
"30588",1
"30589",1
"30590",1
"30591",1
"30592",1
"30593",2
"30594",2
"30595",2
"30596",2
"30597",2
"30598",2
"30599",1
"30600",1
"30601",1
"30602",2
"30603",2
"30604",1
"30605",1
"30606",1
"30607",2
"30608",2
"30609",2
"30610",1
"30611",1
"30612",2
"30613",1
"30614",1
"30615",1
"30616",2
"30617",2
"30618",2
"30619",2
"30620",1
"30621",1
"30622",2
"30623",2
"30624",2
"30625",2
"30626",2
"30627",1
"30628",1
"30629",2
"30630",2
"30631",1
"30632",1
"30633",2
"30634",2
"30635",2
"30636",1
"30637",1
"30638",1
"30639",1
"30640",1
"30641",2
"30642",2
"30643",2
"30644",2
"30645",2
"30646",2
"30647",1
"30648",1
"30649",1
"30650",1
"30651",1
"30652",1
"30653",1
"30654",2
"30655",2
"30656",2
"30657",2
"30658",1
"30659",1
"30660",1
"30661",1
"30662",1
"30663",1
"30664",1
"30665",2
"30666",1
"30667",1
"30668",1
"30669",1
"30670",1
"30671",1
"30672",1
"30673",1
"30674",2
"30675",2
"30676",2
"30677",2
"30678",2
"30679",2
"30680",2
"30681",1
"30682",1
"30683",1
"30684",2
"30685",1
"30686",1
"30687",1
"30688",1
"30689",2
"30690",1
"30691",1
"30692",2
"30693",2
"30694",2
"30695",2
"30696",1
"30697",1
"30698",1
"30699",2
"30700",2
"30701",2
"30702",1
"30703",1
"30704",1
"30705",1
"30706",1
"30707",2
"30708",1
"30709",1
"30710",1
"30711",1
"30712",1
"30713",2
"30714",2
"30715",2
"30716",2
"30717",2
"30718",2
"30719",2
"30720",2
"30721",1
"30722",1
"30723",2
"30724",3
"30725",3
"30726",3
"30727",3
"30728",3
"30729",3
"30730",3
"30731",3
"30732",3
"30733",3
"30734",3
"30735",3
"30736",3
"30737",3
"30738",3
"30739",3
"30740",3
"30741",3
"30742",3
"30743",3
"30744",3
"30745",3
"30746",3
"30747",3
"30748",3
"30749",3
"30750",3
"30751",3
"30752",3
"30753",3
"30754",3
"30755",2
"30756",2
"30757",2
"30758",2
"30759",1
"30760",1
"30761",1
"30762",2
"30763",2
"30764",2
"30765",2
"30766",1
"30767",1
"30768",1
"30769",1
"30770",1
"30771",1
"30772",1
"30773",1
"30774",2
"30775",2
"30776",2
"30777",1
"30778",1
"30779",1
"30780",1
"30781",1
"30782",1
"30783",1
"30784",1
"30785",1
"30786",1
"30787",1
"30788",2
"30789",1
"30790",1
"30791",2
"30792",2
"30793",2
"30794",2
"30795",1
"30796",2
"30797",2
"30798",2
"30799",2
"30800",1
"30801",1
"30802",1
"30803",1
"30804",1
"30805",1
"30806",1
"30807",1
"30808",1
"30809",1
"30810",1
"30811",2
"30812",3
"30813",2
"30814",1
"30815",1
"30816",1
"30817",1
"30818",2
"30819",2
"30820",2
"30821",3
"30822",2
"30823",1
"30824",2
"30825",1
"30826",1
"30827",1
"30828",1
"30829",1
"30830",2
"30831",1
"30832",1
"30833",1
"30834",2
"30835",2
"30836",2
"30837",2
"30838",1
"30839",1
"30840",1
"30841",2
"30842",2
"30843",2
"30844",2
"30845",2
"30846",2
"30847",2
"30848",2
"30849",1
"30850",1
"30851",1
"30852",1
"30853",1
"30854",1
"30855",1
"30856",1
"30857",2
"30858",2
"30859",2
"30860",1
"30861",1
"30862",1
"30863",1
"30864",1
"30865",1
"30866",1
"30867",2
"30868",1
"30869",1
"30870",1
"30871",1
"30872",2
"30873",1
"30874",1
"30875",1
"30876",1
"30877",1
"30878",1
"30879",1
"30880",1
"30881",1
"30882",2
"30883",2
"30884",2
"30885",2
"30886",1
"30887",1
"30888",1
"30889",1
"30890",2
"30891",2
"30892",1
"30893",1
"30894",1
"30895",1
"30896",2
"30897",1
"30898",1
"30899",1
"30900",1
"30901",1
"30902",1
"30903",1
"30904",1
"30905",2
"30906",2
"30907",1
"30908",1
"30909",2
"30910",2
"30911",1
"30912",1
"30913",1
"30914",1
"30915",1
"30916",2
"30917",2
"30918",1
"30919",1
"30920",2
"30921",1
"30922",1
"30923",1
"30924",1
"30925",1
"30926",1
"30927",1
"30928",1
"30929",1
"30930",2
"30931",1
"30932",1
"30933",1
"30934",2
"30935",1
"30936",1
"30937",1
"30938",1
"30939",2
"30940",2
"30941",2
"30942",2
"30943",2
"30944",2
"30945",1
"30946",1
"30947",1
"30948",1
"30949",1
"30950",1
"30951",1
"30952",1
"30953",2
"30954",2
"30955",2
"30956",2
"30957",2
"30958",2
"30959",1
"30960",1
"30961",1
"30962",1
"30963",1
"30964",1
"30965",2
"30966",1
"30967",1
"30968",1
"30969",2
"30970",1
"30971",1
"30972",1
"30973",1
"30974",1
"30975",1
"30976",1
"30977",1
"30978",2
"30979",2
"30980",1
"30981",1
"30982",1
"30983",2
"30984",1
"30985",1
"30986",1
"30987",1
"30988",1
"30989",2
"30990",2
"30991",2
"30992",2
"30993",2
"30994",1
"30995",1
"30996",2
"30997",1
"30998",1
"30999",1
"31000",1
"31001",1
"31002",2
"31003",2
"31004",2
"31005",2
"31006",2
"31007",2
"31008",1
"31009",1
"31010",1
"31011",1
"31012",1
"31013",2
"31014",2
"31015",2
"31016",1
"31017",1
"31018",1
"31019",1
"31020",2
"31021",2
"31022",1
"31023",1
"31024",1
"31025",1
"31026",1
"31027",2
"31028",1
"31029",1
"31030",1
"31031",1
"31032",1
"31033",2
"31034",1
"31035",1
"31036",1
"31037",1
"31038",2
"31039",2
"31040",2
"31041",1
"31042",1
"31043",1
"31044",1
"31045",1
"31046",1
"31047",2
"31048",1
"31049",2
"31050",2
"31051",2
"31052",2
"31053",1
"31054",1
"31055",1
"31056",2
"31057",2
"31058",1
"31059",1
"31060",1
"31061",1
"31062",1
"31063",1
"31064",1
"31065",1
"31066",1
"31067",1
"31068",1
"31069",1
"31070",1
"31071",1
"31072",1
"31073",1
"31074",1
"31075",2
"31076",2
"31077",2
"31078",2
"31079",2
"31080",2
"31081",2
"31082",2
"31083",2
"31084",1
"31085",1
"31086",1
"31087",2
"31088",1
"31089",1
"31090",1
"31091",1
"31092",1
"31093",1
"31094",1
"31095",1
"31096",1
"31097",1
"31098",2
"31099",2
"31100",2
"31101",2
"31102",2
"31103",2
"31104",2
"31105",2
"31106",2
"31107",2
"31108",2
"31109",2
"31110",2
"31111",2
"31112",1
"31113",1
"31114",1
"31115",1
"31116",1
"31117",1
"31118",1
"31119",1
"31120",1
"31121",1
"31122",2
"31123",2
"31124",2
"31125",2
"31126",2
"31127",2
"31128",2
"31129",2
"31130",2
"31131",2
"31132",1
"31133",1
"31134",1
"31135",1
"31136",1
"31137",1
"31138",2
"31139",1
"31140",1
"31141",1
"31142",1
"31143",1
"31144",1
"31145",1
"31146",1
"31147",2
"31148",2
"31149",2
"31150",1
"31151",1
"31152",1
"31153",2
"31154",2
"31155",2
"31156",2
"31157",2
"31158",2
"31159",1
"31160",2
"31161",1
"31162",1
"31163",1
"31164",1
"31165",1
"31166",1
"31167",1
"31168",1
"31169",1
"31170",1
"31171",2
"31172",1
"31173",1
"31174",2
"31175",2
"31176",2
"31177",1
"31178",1
"31179",1
"31180",1
"31181",1
"31182",2
"31183",1
"31184",1
"31185",1
"31186",1
"31187",1
"31188",1
"31189",1
"31190",1
"31191",1
"31192",1
"31193",1
"31194",1
"31195",2
"31196",1
"31197",1
"31198",1
"31199",2
"31200",2
"31201",2
"31202",2
"31203",2
"31204",2
"31205",2
"31206",1
"31207",1
"31208",2
"31209",1
"31210",1
"31211",2
"31212",1
"31213",1
"31214",1
"31215",1
"31216",1
"31217",1
"31218",1
"31219",2
"31220",2
"31221",2
"31222",2
"31223",1
"31224",1
"31225",1
"31226",2
"31227",2
"31228",2
"31229",2
"31230",2
"31231",2
"31232",2
"31233",1
"31234",1
"31235",1
"31236",2
"31237",2
"31238",2
"31239",1
"31240",1
"31241",1
"31242",2
"31243",2
"31244",2
"31245",2
"31246",1
"31247",1
"31248",1
"31249",1
"31250",2
"31251",2
"31252",2
"31253",2
"31254",2
"31255",2
"31256",1
"31257",1
"31258",1
"31259",1
"31260",1
"31261",2
"31262",1
"31263",1
"31264",1
"31265",1
"31266",2
"31267",2
"31268",2
"31269",2
"31270",1
"31271",2
"31272",2
"31273",1
"31274",1
"31275",2
"31276",2
"31277",2
"31278",2
"31279",2
"31280",2
"31281",2
"31282",2
"31283",1
"31284",1
"31285",2
"31286",1
"31287",1
"31288",1
"31289",1
"31290",2
"31291",2
"31292",2
"31293",2
"31294",2
"31295",2
"31296",1
"31297",1
"31298",1
"31299",1
"31300",1
"31301",2
"31302",2
"31303",1
"31304",1
"31305",1
"31306",1
"31307",2
"31308",1
"31309",1
"31310",1
"31311",1
"31312",1
"31313",1
"31314",2
"31315",2
"31316",2
"31317",2
"31318",2
"31319",2
"31320",2
"31321",1
"31322",1
"31323",1
"31324",1
"31325",2
"31326",2
"31327",1
"31328",1
"31329",1
"31330",1
"31331",1
"31332",2
"31333",1
"31334",1
"31335",1
"31336",1
"31337",1
"31338",2
"31339",2
"31340",1
"31341",1
"31342",1
"31343",1
"31344",2
"31345",1
"31346",1
"31347",1
"31348",1
"31349",1
"31350",2
"31351",1
"31352",1
"31353",2
"31354",1
"31355",1
"31356",1
"31357",2
"31358",1
"31359",1
"31360",1
"31361",1
"31362",2
"31363",2
"31364",1
"31365",1
"31366",1
"31367",2
"31368",2
"31369",2
"31370",1
"31371",1
"31372",1
"31373",1
"31374",1
"31375",1
"31376",2
"31377",1
"31378",1
"31379",1
"31380",1
"31381",2
"31382",2
"31383",1
"31384",1
"31385",1
"31386",1
"31387",2
"31388",2
"31389",2
"31390",2
"31391",1
"31392",1
"31393",1
"31394",2
"31395",1
"31396",1
"31397",1
"31398",2
"31399",2
"31400",1
"31401",2
"31402",1
"31403",1
"31404",1
"31405",1
"31406",2
"31407",2
"31408",1
"31409",1
"31410",1
"31411",2
"31412",2
"31413",2
"31414",1
"31415",1
"31416",1
"31417",2
"31418",2
"31419",1
"31420",1
"31421",1
"31422",1
"31423",1
"31424",1
"31425",1
"31426",2
"31427",2
"31428",2
"31429",2
"31430",2
"31431",1
"31432",1
"31433",1
"31434",1
"31435",1
"31436",2
"31437",2
"31438",1
"31439",1
"31440",1
"31441",1
"31442",1
"31443",2
"31444",1
"31445",1
"31446",1
"31447",1
"31448",1
"31449",1
"31450",1
"31451",2
"31452",1
"31453",1
"31454",1
"31455",2
"31456",1
"31457",1
"31458",2
"31459",2
"31460",2
"31461",2
"31462",2
"31463",2
"31464",1
"31465",1
"31466",1
"31467",1
"31468",2
"31469",2
"31470",1
"31471",1
"31472",1
"31473",1
"31474",2
"31475",1
"31476",1
"31477",1
"31478",2
"31479",1
"31480",1
"31481",1
"31482",1
"31483",2
"31484",2
"31485",2
"31486",2
"31487",2
"31488",2
"31489",2
"31490",2
"31491",2
"31492",2
"31493",2
"31494",2
"31495",2
"31496",1
"31497",1
"31498",1
"31499",2
"31500",2
"31501",1
"31502",1
"31503",1
"31504",1
"31505",2
"31506",2
"31507",2
"31508",1
"31509",1
"31510",1
"31511",1
"31512",2
"31513",2
"31514",1
"31515",2
"31516",2
"31517",2
"31518",1
"31519",1
"31520",1
"31521",1
"31522",1
"31523",1
"31524",1
"31525",2
"31526",1
"31527",1
"31528",1
"31529",1
"31530",1
"31531",2
"31532",2
"31533",2
"31534",2
"31535",2
"31536",1
"31537",2
"31538",2
"31539",2
"31540",2
"31541",2
"31542",2
"31543",2
"31544",1
"31545",1
"31546",1
"31547",1
"31548",1
"31549",1
"31550",1
"31551",2
"31552",2
"31553",1
"31554",1
"31555",2
"31556",2
"31557",1
"31558",1
"31559",1
"31560",1
"31561",1
"31562",1
"31563",1
"31564",1
